id	dT_4_S4_L001	dT_4_S4_L002	dT_4_S4_L003	dT_4_S4_L004	dT_5_S5_L001	dT_5_S5_L002	dT_5_S5_L003	dT_5_S5_L004	dT_6_S6_L001	dT_6_S6_L002	dT_6_S6_L003	dT_6_S6_L004	rRNA_7_S7_L001	rRNA_7_S7_L002	rRNA_7_S7_L003	rRNA_7_S7_L004	rRNA_8_S8_L001	rRNA_8_S8_L002	rRNA_8_S8_L003	rRNA_8_S8_L004	rRNA_9_S9_L001	rRNA_9_S9_L002	rRNA_9_S9_L003	rRNA_9_S9_L004	Total_1_S1_L001	Total_1_S1_L002	Total_1_S1_L003	Total_1_S1_L004	Total_2_S2_L001	Total_2_S2_L002	Total_2_S2_L003	Total_2_S2_L004	Total_3_S3_L001	Total_3_S3_L002	Total_3_S3_L003	Total_3_S3_L004
LOC108824085	0	0	0	0	0	0	0	0	2	2	0	2	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108824576	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	1	1	1	0
LOC108827265	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	2	0	2	0	0	1
LOC108827831	0	0	0	0	0	4	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
LOC108828119	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0
LOC108828126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	2	0	0	0	1	0	0	0	2
LOC108828168	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0	1	0	0	3	0	0	0	0	0
LOC108828664	0	0	0	1	0	0	0	0	0	1	0	0	1	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
LOC108830555	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	2	0	1	2	0	1	1	0	0	0	0	0
LOC108831655	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	1	2	0	0
LOC108832595	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	1	2	0	0	0	0
LOC108832949	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	1	1
LOC108833719	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	5	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC108834376	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC108836972	1	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0
LOC108837186	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC108841931	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0
LOC108842623	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	2	1	0	1	0	0	0	0	0	2	0	0	0	0
LOC108842710	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108843158	0	2	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2
LOC108843189	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	1
LOC108843426	2	0	4	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC108843956	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0
LOC108844352	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC108844915	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0
LOC108846410	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0
LOC108847038	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	3	1	0
LOC108847354	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1
LOC108847513	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	3	0	0
LOC108847825	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0
LOC108849264	0	0	0	0	0	0	1	1	0	3	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108850078	0	0	0	0	0	0	0	0	0	4	0	4	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108853819	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108854588	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1
LOC108855530	4	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0
LOC108855928	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC108856417	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0
LOC108856890	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	2
LOC108856896	1	2	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
LOC108859101	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC108861140	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	4	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108861188	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1
LOC108861532	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0
LOC108861735	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	1	1
LOC108862099	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108862350	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	1	0	1	2	1	0	0
LOC108862361	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC108863096	2	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0
LOC108863196	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	2	2
LOC108863512	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	2	1	0	1	1	1	0	0	0	0
LOC108805174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	2	0	0	1	0	0	1	1	0
LOC108805185	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0
LOC108805362	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	3	0	0	1
LOC108806602	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108808079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	2	0	2
LOC108808755	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0
LOC108808968	0	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
LOC108809091	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
LOC108809662	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	2	0	0	0	0	1	1	0	1	0
LOC108811697	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0
LOC108811925	1	2	0	1	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108812845	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	4	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108812909	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
LOC108813033	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	1	1	0	0	1	0	0	0	0	0
LOC108813125	0	0	0	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0
LOC108813363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0
LOC108813648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC108813821	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108814339	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	1	0
LOC108814374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	1	0	1	0	1	1	1
LOC108814434	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	1	0	0	0	0
LOC108814485	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0
LOC108814754	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	1	1	0	0	1	0	0	0	0	1
LOC108817373	0	0	0	2	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0
LOC108817430	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1
LOC108818217	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	0
LOC108818444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC108819647	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	4	1
LOC108820644	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	3	0	1
LOC108821065	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC108821726	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC108821879	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	4	0	0	0
LOC108822186	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	0	0	0	0
LOC108822216	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	2	0	0	2	0	0	0	0	0	0
LOC108822848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	4
LOC108823044	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	1	2	1	0	0	0	0	1	0	0	0	0	0	0
LOC108823284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	0	0	2	1	0	0	0	1	1
LOC108824013	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC108825081	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1
LOC108825932	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	1
LOC108826832	0	0	1	0	1	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
LOC108827267	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1
LOC108827417	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	0	1	0	1	0
LOC108827565	0	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC108827887	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
LOC108827933	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0
LOC108828072	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	4	0	0	1
LOC108828944	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0
LOC108829339	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0
LOC108830029	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	1	1	0	1	0
LOC108830235	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0
LOC108830778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	2	0	1	0	1	1	0
LOC108831416	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
LOC108831914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	2	0	0	0	0	0	2	0	2
LOC108832193	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0
LOC108832303	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC108833073	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108834277	0	0	0	0	0	0	0	0	0	1	3	2	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC108834440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	3	0	0	0	0	0	0	1	0	0	0	0	1
LOC108834927	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	1	1	1	0
LOC108835586	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC108835896	0	0	0	0	0	0	0	0	0	0	1	0	1	5	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC108835963	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	2	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0
LOC108837031	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1	0	1	0	0
LOC108839555	1	3	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108839737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	4	1	1	0	0	0
LOC108840251	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	2	0	1	1
LOC108841131	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1	1	0	0	0
LOC108841819	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	2	0	0	2	0	0	0	0	0	0	0	0	0
LOC108842648	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108842952	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	2
LOC108844269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0
LOC108844394	0	0	0	0	0	0	0	0	1	3	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108844585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC108844727	1	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0
LOC108845356	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0
LOC108845510	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0
LOC108847043	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108847381	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
LOC108847431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
LOC108848097	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0
LOC108848559	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0
LOC108848648	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC108848696	1	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC108850827	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC108851683	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0
LOC108852710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	2	0	1	1	1
LOC108853773	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	2	0	2
LOC108854232	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	1	0	2
LOC108854356	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0
LOC108854628	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
LOC108854853	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1
LOC108855481	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC108855745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	1	0	2	0	2	0
LOC108856233	0	0	0	0	1	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
LOC108856254	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	2	0	0	0	0	0	0	2	0	0
LOC108857131	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	3	0	0	1
LOC108857255	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
LOC108857279	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	1	0	1
LOC108858536	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	3	1	0	0
LOC108859028	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108859966	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1
LOC108861544	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
LOC108861832	0	0	1	0	1	1	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108862409	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	1	0	1	0	0	2	0
LOC108862591	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1
LOC108863082	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	2	0	0
LOC108863349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
LOC108863432	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	2	2	0
C327_t08	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0
LOC108805152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	0	0	0	0	3	0	1	0	0
LOC108805234	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	1	0
LOC108805399	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0
LOC108805400	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC108805425	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	0	1
LOC108805862	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LOC108805949	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
LOC108806140	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1
LOC108806312	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0
LOC108806392	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	0	0	1	1	0	0	0
LOC108806493	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
